workclass,education,marital_status,occupation,relationship,race,sex,income
Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,<=50K
Private,12th,Never-married,Other-service,Not-in-family,White,Female,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
?,Some-college,Never-married,?,Own-child,White,Male,<=50K
Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Female,<=50K
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Self-emp-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,>50K
Federal-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<=50K
Self-emp-not-inc,Some-college,Separated,Sales,Not-in-family,White,Male,<=50K
Private,10th,Never-married,Transport-moving,Not-in-family,White,Male,<=50K
?,11th,Separated,?,Unmarried,White,Male,<=50K
Self-emp-inc,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,9th,Separated,Other-service,Unmarried,Black,Female,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,<=50K
Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,Bachelors,Never-married,Prof-specialty,Unmarried,Other,Male,<=50K
?,Assoc-voc,Married-spouse-absent,?,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,<=50K
Federal-gov,Some-college,Divorced,Prof-specialty,Not-in-family,Black,Female,<=50K
Private,Assoc-voc,Never-married,Farming-fishing,Own-child,White,Male,<=50K
Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
Private,10th,Never-married,Other-service,Not-in-family,White,Male,<=50K
Local-gov,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,<=50K
Private,12th,Divorced,Machine-op-inspct,Unmarried,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Self-emp-not-inc,HS-grad,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,<=50K
Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,<=50K
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
Private,Some-college,Never-married,Other-service,Own-child,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
?,Some-college,Never-married,?,Not-in-family,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,<=50K
Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
State-gov,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
State-gov,12th,Never-married,Transport-moving,Own-child,Black,Male,<=50K
Private,Bachelors,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,<=50K
Private,Some-college,Divorced,Sales,Not-in-family,White,Female,<=50K
Private,Masters,Never-married,Sales,Not-in-family,White,Female,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,Female,<=50K
Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
Local-gov,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Own-child,White,Male,<=50K
Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
State-gov,Masters,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,<=50K
Private,12th,Never-married,Farming-fishing,Not-in-family,Black,Male,<=50K
Private,HS-grad,Married-spouse-absent,Craft-repair,Unmarried,White,Female,<=50K
Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,<=50K
State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,<=50K
Private,5th-6th,Never-married,Machine-op-inspct,Not-in-family,White,Female,<=50K
Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
Private,Bachelors,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Male,<=50K
Self-emp-inc,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,<=50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,>50K
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,Some-college,Never-married,Sales,Own-child,Black,Female,<=50K
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
Private,Some-college,Never-married,Other-service,Own-child,White,Female,<=50K
Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,>50K
Private,Some-college,Divorced,Tech-support,Not-in-family,White,Male,<=50K
Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
Private,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
Private,9th,Widowed,Sales,Unmarried,White,Female,<=50K
Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,<=50K
Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Male,<=50K
Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,<=50K
Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
Self-emp-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
Local-gov,7th-8th,Never-married,Farming-fishing,Own-child,White,Male,<=50K
Private,9th,Never-married,Farming-fishing,Other-relative,Black,Male,<=50K
Private,HS-grad,Never-married,Other-service,Own-child,Black,Female,<=50K
State-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,<=50K
Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Female,<=50K
Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50K
?,10th,Never-married,?,Own-child,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,<=50K
Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,>50K
State-gov,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
Private,Bachelors,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
Private,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Private,7th-8th,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,<=50K
Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,<=50K
Private,11th,Never-married,Priv-house-serv,Not-in-family,White,Female,<=50K
?,Some-college,Married-civ-spouse,?,Husband,White,Male,<=50K
Private,Some-college,Never-married,Sales,Not-in-family,White,Female,<=50K
?,HS-grad,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,<=50K
?,Some-college,Married-spouse-absent,?,Unmarried,Black,Female,<=50K
Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,>50K
Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,<=50K
?,Some-college,Married-civ-spouse,?,Husband,White,Male,<=50K
Private,10th,Never-married,Other-service,Own-child,White,Female,<=50K
Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,<=50K
Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,HS-grad,Never-married,Farming-fishing,Unmarried,White,Male,<=50K
Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
Private,9th,Widowed,Machine-op-inspct,Unmarried,White,Female,<=50K
State-gov,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50K
Private,12th,Never-married,Handlers-cleaners,Not-in-family,White,Male,<=50K
Private,Some-college,Never-married,Sales,Not-in-family,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50K
State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50K
?,11th,Widowed,?,Other-relative,Black,Female,<=50K
Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,>50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,<=50K
?,Masters,Married-civ-spouse,?,Husband,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,<=50K
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,Some-college,Never-married,Sales,Own-child,White,Male,<=50K
Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,<=50K
Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,>50K
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Federal-gov,Some-college,Separated,Other-service,Not-in-family,Black,Male,<=50K
Private,12th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,>50K
Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,>50K
Private,HS-grad,Never-married,Transport-moving,Unmarried,Black,Female,<=50K
Self-emp-inc,Some-college,Separated,Exec-managerial,Unmarried,White,Female,<=50K
Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,>50K
Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,<=50K
?,Bachelors,Never-married,?,Unmarried,Asian-Pac-Islander,Male,<=50K
?,Bachelors,Widowed,?,Not-in-family,White,Male,<=50K
Private,11th,Never-married,Machine-op-inspct,Unmarried,Black,Female,<=50K
Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
?,Assoc-voc,Married-civ-spouse,?,Wife,White,Female,>50K
Private,Masters,Never-married,Prof-specialty,Not-in-family,Black,Male,<=50K
Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,<=50K
Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Female,<=50K
State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
Private,Some-college,Never-married,Prof-specialty,Not-in-family,Black,Male,>50K
Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Male,<=50K
Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,<=50K
Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,<=50K
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,>50K
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,<=50K
Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,<=50K
Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,<=50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,7th-8th,Widowed,Priv-house-serv,Not-in-family,White,Female,<=50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Male,<=50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,9th,Married-civ-spouse,Other-service,Wife,Black,Female,<=50K
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50K
Self-emp-not-inc,HS-grad,Widowed,Sales,Not-in-family,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,<=50K
State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,Some-college,Never-married,Sales,Not-in-family,White,Male,<=50K
Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
?,Bachelors,Divorced,?,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Local-gov,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Male,<=50K
Private,7th-8th,Widowed,Other-service,Not-in-family,White,Female,<=50K
Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,Some-college,Divorced,Sales,Not-in-family,Black,Male,<=50K
Private,HS-grad,Separated,Exec-managerial,Unmarried,Black,Female,<=50K
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
?,10th,Married-civ-spouse,?,Wife,Black,Female,<=50K
Self-emp-not-inc,Assoc-acdm,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,<=50K
Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,>50K
?,7th-8th,Married-civ-spouse,?,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,<=50K
Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,>50K
Private,HS-grad,Never-married,Other-service,Own-child,White,Female,<=50K
Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,Some-college,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,<=50K
Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,>50K
Private,HS-grad,Never-married,Other-service,Own-child,White,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,<=50K
Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,<=50K
Private,12th,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,<=50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,<=50K
Self-emp-not-inc,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,<=50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
?,9th,Married-civ-spouse,?,Husband,White,Male,<=50K
Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,<=50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<=50K
Local-gov,HS-grad,Never-married,Other-service,Own-child,White,Female,<=50K
Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,>50K
Private,Prof-school,Widowed,Other-service,Not-in-family,White,Male,<=50K
Private,9th,Never-married,Other-service,Own-child,White,Female,<=50K
Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,<=50K
Private,Bachelors,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,>50K
?,10th,Never-married,?,Own-child,Black,Male,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50K
Private,Some-college,Never-married,Other-service,Not-in-family,Black,Female,<=50K
Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,<=50K
Local-gov,Bachelors,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
?,Some-college,Never-married,?,Own-child,White,Female,<=50K
Private,Some-college,Never-married,Sales,Own-child,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Own-child,White,Male,<=50K
?,Some-college,Never-married,?,Own-child,White,Female,<=50K
Private,Some-college,Separated,Prof-specialty,Unmarried,Black,Female,<=50K
Private,HS-grad,Divorced,Sales,Own-child,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50K
Private,11th,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,<=50K
Self-emp-not-inc,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Some-college,Divorced,Craft-repair,Unmarried,White,Female,<=50K
State-gov,Bachelors,Divorced,Machine-op-inspct,Not-in-family,Black,Male,<=50K
State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,<=50K
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,11th,Separated,Machine-op-inspct,Not-in-family,Black,Male,<=50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
Private,HS-grad,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,<=50K
Private,HS-grad,Separated,Transport-moving,Unmarried,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Black,Male,<=50K
Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,<=50K
?,HS-grad,Married-civ-spouse,?,Wife,White,Female,<=50K
Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Self-emp-not-inc,Some-college,Separated,Craft-repair,Not-in-family,White,Male,<=50K
Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,<=50K
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,11th,Separated,Prof-specialty,Own-child,White,Male,<=50K
Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,<=50K
State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50K
Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,<=50K
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,<=50K
Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,>50K
Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Local-gov,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,<=50K
Local-gov,Assoc-acdm,Divorced,Other-service,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,9th,Never-married,Other-service,Own-child,White,Male,<=50K
Federal-gov,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Male,<=50K
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
Private,11th,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,>50K
Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,>50K
Local-gov,HS-grad,Never-married,Other-service,Unmarried,Black,Female,<=50K
